,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
120,446.11,691.61,454.58,741.16,623.87,757.52,112.39,1440.37,512.22,1644.68,,1487.95,410.58,1069.37,666.12,634.94,269.55,,492.99
121,310.64,493.35,373.97,258.06,547.84,645.58,225.19,1638.22,425.39,1549.97,,3029.91,175.79,477.99,472.68,548.63,569.45,,774.9
122,1687.52,263.14,334.43,2052.58,483.29,216.63,214.88,3272.12,329.73,1436.41,,2983.6,263.05,411.23,390.88,173.34,390.89,,663.91
123,571.46,1096.1,251.33,986.08,299.18,574.61,623.09,607.29,241.56,1079.71,,994.49,107.96,1516.66,220.3,27.06,240.09,,566.39
124,477.99,966.25,406.07,490.85,204.04,468.18,522.46,387.77,368.67,545.33,,1182.47,598.95,1444.56,448.58,166.46,630.17,,825.72
125,394.09,734.58,320.07,712.84,428.92,399.64,433.26,30.97,230.15,721.27,,596.73,512.8,1332.21,348.7,1422.19,561.82,,717.03
126,252.13,466.57,239.65,502.5,212.3,69.46,531.65,342.73,322.76,642.55,,351.7,213.32,1296.67,260.82,1489.0,491.83,,619.75
127,861.99,394.61,681.36,271.56,36.55,880.94,420.75,577.46,226.19,559.51,,890.64,510.99,1109.88,175.53,1545.75,473.8,,440.56
128,630.05,202.86,565.39,873.37,528.84,780.57,316.31,495.47,458.13,388.0,,784.26,428.13,323.59,457.51,3190.98,400.71,,370.83
129,459.35,39.82,201.82,643.21,434.18,455.91,552.84,2749.51,368.01,293.64,,611.91,102.72,368.57,319.71,715.93,666.04,,241.29
130,384.55,221.86,1589.08,548.02,351.46,1111.38,349.12,2920.14,336.85,292.5,,660.31,684.88,270.96,153.68,613.41,573.86,,778.13
131,316.03,126.89,828.05,465.45,327.39,1024.6,263.14,2606.98,258.74,229.18,,561.25,489.43,22.18,72.96,519.48,494.19,,666.75
132,251.26,14.8,263.46,254.89,246.07,893.36,899.52,1988.7,331.64,51.78,,324.3,407.44,344.15,464.7,218.29,361.34,,572.38
133,190.19,205.33,1654.8,1489.0,470.17,685.02,785.77,407.35,247.02,502.27,,487.47,67.26,120.82,385.91,834.75,301.82,,645.63
134,100.87,118.84,1102.43,2857.24,379.48,586.15,376.47,2127.55,791.61,419.55,,404.7,94.21,488.22,244.76,567.01,448.58,,548.6
135,256.3,424.78,1054.65,2142.94,297.01,669.54,298.34,2006.98,670.26,396.69,,441.85,1545.82,405.16,160.43,449.4,350.82,,102.41
136,18.23,343.53,2044.4,716.34,509.32,579.96,382.78,582.0,453.12,315.32,,345.17,1721.72,356.9,68.14,1423.9,481.9,,182.51
137,105.83,508.87,578.04,607.29,401.09,502.9,262.0,509.65,644.74,236.38,,492.64,1412.64,276.47,337.01,561.25,110.22,,133.68
138,563.05,313.09,397.3,350.68,309.48,1262.8,447.51,446.63,424.71,375.78,,207.58,667.47,358.57,262.77,460.05,198.35,,959.54
139,479.09,233.77,323.79,176.44,709.96,3290.65,610.64,212.12,397.64,293.05,,430.64,347.83,282.92,190.93,298.93,498.6,,734.8
140,309.1,314.27,1848.18,1377.77,482.97,3238.05,408.27,119.23,313.82,217.41,,234.17,214.3,211.71,168.43,160.02,415.4,,646.82
141,227.83,240.94,1468.83,594.23,288.92,787.94,1733.61,443.89,842.35,902.67,,670.09,872.97,777.69,1500.16,447.47,336.89,,931.38
142,380.98,173.07,781.83,898.65,213.3,671.95,854.1,307.46,735.25,754.83,,562.78,668.01,667.23,2679.91,376.27,376.45,,759.75
143,219.87,708.86,637.66,679.64,986.69,355.68,658.74,256.01,566.74,551.69,,386.91,579.95,470.62,2543.57,314.27,287.2,,653.57
144,125.49,594.91,442.79,475.89,886.75,45.5,572.96,164.61,932.23,821.48,,562.0,353.3,165.29,698.58,256.09,208.06,,552.57
145,294.78,404.1,368.12,859.85,692.08,589.26,3122.97,661.65,821.35,631.96,,456.56,2107.05,388.26,242.16,451.55,412.59,,1033.59
146,225.65,233.97,290.82,738.11,1716.14,510.65,2920.45,475.83,629.03,807.9,,372.51,593.41,909.3,265.0,349.41,332.54,,915.48
147,158.72,514.89,164.57,550.65,1683.17,450.5,2832.86,393.95,1183.31,417.55,,578.7,498.98,465.95,775.06,257.22,260.54,,795.25
148,478.23,416.25,390.15,466.01,1648.89,557.62,726.16,253.86,1345.71,671.46,,477.41,343.11,447.69,609.37,376.6,717.77,,588.11
149,379.35,344.75,286.7,301.79,937.59,466.9,643.21,170.74,1282.41,1047.23,,388.15,1983.53,603.84,504.62,213.92,617.06,,421.36
150,292.23,209.28,188.57,394.53,828.57,1877.9,504.29,216.14,1035.1,938.32,,1052.24,1867.61,433.43,421.38,213.3,456.89,,187.21
151,653.17,605.93,378.14,300.5,731.79,1068.79,377.82,147.6,815.09,666.12,,820.86,1697.34,361.34,940.48,120.82,381.55,,929.03
152,466.2,443.7,91.26,591.15,564.18,693.97,277.22,83.49,533.17,248.06,,617.93,1630.25,293.87,836.38,497.62,597.22,,824.91
153,188.47,211.75,65.9,339.06,2539.45,603.97,184.43,595.76,39.52,1167.51,,812.45,1569.52,1676.96,725.48,412.31,412.95,,601.42
154,129.73,2430.38,610.32,161.62,2053.89,458.52,387.49,484.24,306.24,2663.42,,597.22,1464.01,1724.53,552.05,354.41,324.11,,517.81
155,146.37,2433.93,511.24,178.87,637.19,430.78,225.21,313.65,1490.0,2485.88,,403.64,1357.49,580.28,348.04,258.33,743.77,,309.0
156,1709.56,2253.53,347.59,528.62,425.5,24.2,262.0,433.26,1545.75,714.52,,212.23,488.86,320.79,132.64,423.59,659.97,,180.52
157,1534.98,2112.97,376.45,445.01,259.01,517.04,169.58,881.81,3286.32,603.32,,958.36,377.2,138.62,503.02,339.7,588.31,,817.77
158,1369.22,1884.61,290.79,498.28,745.11,403.26,18.62,650.07,478.3,345.72,,770.04,285.41,581.19,298.53,260.54,2278.52,,729.9
159,149.43,1462.13,377.63,402.11,652.73,446.09,537.24,452.51,367.38,807.04,,305.88,216.72,509.28,113.84,2416.16,2363.74,,623.09
160,1784.32,825.23,294.78,614.87,676.04,308.2,434.18,486.67,139.79,709.99,,698.61,63.44,1006.05,720.49,2292.11,2318.93,,757.54
161,1681.9,718.05,869.66,519.58,570.05,433.64,586.8,752.32,246.15,2112.6,,600.04,244.09,890.6,446.29,2180.17,2823.49,,647.45
162,1650.94,508.87,597.47,436.73,477.99,244.09,366.63,669.7,588.31,742.41,,438.9,251.78,714.45,163.61,1986.52,2903.61,,548.95
163,314.07,354.96,204.6,359.51,764.16,525.05,283.61,470.32,510.65,624.52,,1124.21,534.61,477.31,580.23,553.05,1641.72,,458.64
164,620.4,1292.11,18.79,285.52,660.47,441.93,633.53,2048.45,367.54,354.13,,876.97,448.1,1673.94,487.07,453.91,1508.19,,317.81
165,376.27,1073.88,110.92,497.55,577.15,409.37,511.63,214.15,689.41,1122.03,,668.2,214.28,1361.06,352.48,159.64,648.01,,916.15
166,309.79,964.83,42.57,404.76,131.8,312.59,300.98,1464.23,590.48,1008.49,,482.72,477.31,1036.51,270.7,85.76,544.61,,801.62
167,249.04,869.09,188.12,532.85,352.23,474.07,221.52,604.51,424.05,900.5,,224.26,376.45,776.86,343.73,458.41,394.61,,701.61
168,192.77,625.28,675.72,394.95,251.18,383.56,1041.27,520.23,1224.56,531.77,,1297.01,294.41,689.73,269.29,640.93,266.13,,609.36
169,365.02,425.16,585.8,157.65,348.48,316.03,801.97,370.55,1070.95,352.33,,1510.26,404.7,409.91,200.05,573.74,245.02,,446.09
170,181.36,62.4,924.38,320.78,208.27,239.06,699.96,2601.25,668.2,370.01,,3035.99,326.72,370.74,174.68,514.38,1421.14,,379.48
171,60.17,272.37,485.67,570.71,251.07,450.15,299.0,2871.22,566.99,274.41,,2988.91,171.85,266.27,336.73,1873.54,1102.72,,931.79
172,75.07,178.07,1030.51,480.52,497.44,345.87,315.47,2440.45,402.82,370.08,,755.66,1277.24,397.29,244.36,430.04,884.03,,707.09
173,43.54,199.09,619.1,496.16,411.23,437.29,208.24,1974.34,268.75,195.36,,645.17,1031.24,324.29,152.54,349.72,724.15,,598.33
174,560.33,66.58,509.06,396.69,362.73,300.34,242.09,1772.64,178.4,521.27,,339.91,925.88,193.46,519.48,847.75,938.54,,494.54
175,467.93,252.07,425.16,312.59,281.37,362.67,634.72,1311.94,472.03,435.34,,356.7,512.36,665.4,381.72,548.63,853.47,,156.06
176,307.11,161.62,135.59,639.07,371.71,166.59,552.74,195.28,360.04,333.57,,908.73,644.28,585.51,165.6,477.41,548.11,,0.65
177,183.02,484.78,3188.28,353.63,287.78,667.63,273.59,107.58,168.97,253.05,,717.93,333.26,2437.22,63.95,122.35,2064.82,,808.91
178,95.26,407.15,3366.58,284.23,210.45,568.24,682.82,12.72,401.51,350.47,,380.91,118.84,432.86,418.9,1322.18,627.33,,692.99
179,237.78,360.23,591.15,698.66,986.91,481.36,392.69,116.32,265.51,271.9,,554.72,1317.46,358.01,415.4,816.2,559.77,,609.05
180,168.69,273.36,465.16,583.63,853.84,949.08,320.54,272.6,347.7,200.05,,394.69,1221.22,727.58,332.07,713.61,504.62,,1334.18
181,105.42,263.14,77.82,933.66,733.82,1044.39,633.53,195.36,251.07,1112.37,,1257.77,1050.85,548.02,243.45,538.44,1149.4,,950.7
182,570.16,193.43,263.05,498.41,525.59,805.29,442.79,104.84,281.24,985.98,,1126.38,198.06,453.26,158.23,162.51,1071.71,,749.85
183,473.62,128.33,52.25,471.65,586.32,729.52,359.98,431.04,808.4,675.14,,903.33,462.06,499.18,351.86,750.98,994.87,,638.7
184,299.09,742.76,625.65,817.77,334.27,464.14,143.64,349.41,714.83,1093.01,,648.1,384.13,390.97,275.44,668.78,594.38,,544.65
